acc_scores,largest_coeff,smallest_coeff
0.8373684210526318,0.39106403836359754,-0.30689646933784487
0.8373684210526318,1.3252348650643926,-1.7793411545692905
0.7036842105263157,0.7827006329558525,-0.8289392150107462
0.8242105263157894,0.8992695716087511,-0.9569206708890426
0.8478947368421051,1.182795006561015,-1.1066663459402217
0.7747368421052631,0.5528171553347422,-0.623537442387923
0.7163157894736842,0.27550207380117936,-0.18691863045541784
0.8678947368421053,1.0483102971566047,-1.1234020459130467
0.7142105263157894,0.19923450091861694,-0.2191900002257829
0.7336842105263157,0.07252983076423898,-0.07163062301280554
0.7752631578947369,0.22786895535979343,-0.2809741116024518
0.6736842105263158,0.07279277349302057,-0.057684332787478934
0.7121052631578947,0.08032603378550156,-0.06961496927348745
0.8368421052631578,0.07854267184970674,-0.0822149784826466
0.6636842105263158,0.016861682524075328,-0.012260800997331215
0.7968421052631578,0.6255822147935179,-0.3151668058456065
0.8663157894736843,0.4994010851001317,-0.5143304599933071
0.9073684210526315,0.2427168376978775,-0.22568077281880805
0.8268421052631579,0.5815566870589501,-0.6508789137178442
0.7452631578947368,0.0924378415671756,-0.0761736411002663
0.7536842105263157,0.4054444178164539,-0.34333765015918566
0.8678947368421053,0.44517088479915046,-0.38205675206387435
0.7857894736842106,0.19107295985973305,-0.2463340759143037
0.8078947368421053,0.6806185883007585,-0.9963164252766765
0.7442105263157895,0.9373227550252085,-1.0948804158763148
0.8168421052631579,1.2126623449142946,-1.2657438413124358
0.8157894736842104,1.0052869278948604,-0.933353483197571
0.7552631578947369,0.06974832667211374,-0.0723994352180388
0.8357894736842105,0.07808471523272464,-0.07028996278641783
0.7857894736842106,0.23209692028962178,-0.20218801179018497
0.8063157894736841,0.22843042149131992,-0.28702499232245604
0.8678947368421053,0.07349254684127261,-0.09574108722770218
0.7652631578947369,0.5651546193655206,-0.2922069784603164
0.7247368421052632,0.07997218229033146,-0.0824443700533819
0.8678947368421053,0.9022825083117862,-0.9045614422255163
0.7573684210526316,0.08059753395913041,-0.0788056225589689
0.8473684210526315,0.31534219632823046,-0.22917988576465417
0.8163157894736843,0.4475633440125086,-0.32518720994007744
0.8178947368421052,0.08417539570623704,-0.06854369500393521
0.8473684210526315,0.5021247614421053,-0.36205006281026303
0.8278947368421052,0.2203957622900976,-0.17388328058145924
0.7031578947368422,1.5470913386238647,-1.0940033100260562
0.7747368421052633,0.016261076105736485,-0.01536575021506058
0.7647368421052632,0.9720886018977192,-1.1562249469125332
0.806842105263158,0.23343014494659617,-0.24592315539886064
0.7852631578947368,0.011865970253584164,-0.019765508354821885
0.7868421052631579,0.014063941082277362,-0.013289443264041152
0.7673684210526315,0.4745287901490485,-0.388605822271982
0.7757894736842106,0.22470990335838897,-0.20314346702827862
0.7652631578947368,0.6726481782988849,-0.62217285021449
0.776842105263158,1.8002649290640322,-1.1399441591816368
0.8073684210526315,0.7141101240930984,-0.5250522650189535
0.7563157894736842,0.0857784128819578,-0.06403769394972257
0.8668421052631577,0.4170848833232026,-0.4268553111368301
0.7968421052631578,0.5168690603896756,-0.3760069639416942
0.7442105263157895,0.089014285560494,-0.07754745616153792
0.7552631578947369,0.07703348689751015,-0.12961369678978105
0.8268421052631579,1.0058265151960952,-1.024055620133245
0.7963157894736843,0.4380083456869939,-0.31187456199180147
0.8378947368421054,0.09274471789082932,-0.08201759903352886
0.8268421052631579,0.23197815727770385,-0.1924879707404478
0.8168421052631579,0.49968942342329015,-0.3971840891472147
0.8157894736842106,0.22276153676787225,-0.1942383711232387
0.7542105263157894,0.56049570512452,-0.4322614551317676
0.8473684210526315,0.617113153910345,-0.5246355038036281
0.8063157894736841,1.2866028241932468,-1.9888679448389361
0.7952631578947368,0.6235380226513602,-0.7623090145502502
0.8352631578947369,1.6456649502448866,-1.6107478885117137
0.8073684210526315,0.3358988158531496,-0.21416751400214726
0.7947368421052632,0.5998520728106688,-0.7009959489242825
0.8268421052631579,0.08312584007065932,-0.06125077959985948
0.7863157894736842,0.08005343336719692,-0.08025825456778864
0.7957894736842105,1.0855636880497723,-1.4619042698368245
0.8157894736842106,0.304959524881357,-0.19694271023643292
0.8273684210526315,0.803466390062432,-1.0574788094005594
0.8142105263157895,0.2632400487925433,-0.22140643928216025
0.7236842105263157,0.25152885920444296,-0.24754762552254334
0.7131578947368421,0.07524570770249484,-0.06451111468284332
